-5.136931695,-5.906689228,-5.092499474,-5.823546181,-5.904263317,-5.88836548,0.760584171,-0.566106261,0.598181338,0.347120191,1.032393365,1.020620726,0.826986037,-1.414632887,0.876446351,0.970168676,1.120075603,-0.354594386,0.257826488,1.198094053,1.004811424,-0.188560092,0.405041337,0.211347973,0.154841808,0.985153132,1.110950359,0.528684725,-0.142986703,-0.879104917
-0.697370738,-0.713607191,0.205099105,0.399594392,0.276293095,0.423664604,-1.37225879,0.17360592,-0.121398504,-3.300671546,-1.215929963,-0.979795897,-0.643581875,-0.360381762,-2.310093839,-1.058130636,-1.751746147,-0.518510658,-0.635451143,0.969168803,0.954261363,-1.887768279,-1.878244785,0.353211682,0.154841808,0.691405647,0.688961463,0.306000901,-0.527950903,-0.314171921
0.782482915,0.671214685,0.672534273,0.096026559,0.12913699,0.423664604,1.097348849,0.17360592,1.173845212,0.686449655,1.098520521,1.020620726,0.908684254,-0.360381762,0.876446351,0.843399969,1.120075603,-0.436552522,-0.125006782,1.147221775,1.080636516,1.616848606,1.458865702,0.424143536,0.382459267,0.005994847,0.548298498,0.380228842,0.087991817,1.098160568
-0.226508212,-0.021196253,-0.729771233,0.399594392,0.349871148,-0.067271069,0.423819493,0.17360592,0.214405422,0.262287825,-1.149802806,-0.979795897,-1.052072962,0.430306582,-1.513458792,-1.818742878,-1.113563536,-0.190678113,0.002604308,-1.014850032,-1.017191031,-1.250565209,-1.000057815,0.566007244,0.610076725,0.495573989,0.548298498,0.083317077,0.241977497,-1.302804664
-0.159242137,-0.021196253,-0.57395951,0.096026559,0.349871148,0.423664604,0.760584171,0.17360592,-0.169370494,0.347120191,-0.554658396,1.020620726,0.173400298,0.430306582,0.369496775,0.209556434,1.120075603,-0.272636249,0.385437579,-1.014850032,-1.017191031,-0.294760604,0.053766549,0.069484265,0.003096836,0.593489818,0.970287394,0.528684725,0.241977497,0.391994324
0.177088239,-0.021196253,-0.496053648,-0.511109106,0.202715043,0.634065607,-0.361964756,0.17360592,0.598181338,0.431952557,0.503376111,1.020620726,-0.153392571,-0.623944543,-0.209874168,0.589862555,-0.79447223,0.792819523,1.02349303,-1.014850032,-1.017191031,0.661044001,0.756316125,0.282279828,0.458331753,0.495573989,0.126309602,0.23177296,0.472956017,0.391994324
-0.361040362,-0.021196253,-0.262336064,0.247810476,0.202715043,-0.979008748,0.760584171,0.17360592,0.022517464,0.559201106,-1.480438589,-0.979795897,-0.80697831,0.957432144,-1.875565632,-0.424287101,-0.315835272,-0.846343204,-1.145895504,0.892860386,0.979536393,-1.250565209,-1.526969997,0.353211682,0.154841808,-0.483584296,0.126309602,0.157545018,-0.527950903,-1.020338166
1.186079365,0.671214685,1.139969442,0.171918518,0.202715043,-0.067271069,0.648329278,0.17360592,1.029929244,0.601617289,1.032393365,1.020620726,1.64396821,1.748120488,1.021289087,1.096937383,-0.315835272,-0.108719977,-0.380228963,1.096349497,0.85316124,0.342442466,0.229403943,0.211347973,0.154841808,-1.56065841,-1.280320052,0.009089136,0.472956017,-0.031705423
0.580684689,0.671214685,-0.184430203,-0.35932519,-0.45948743,1.12500128,-1.035494112,0.17360592,0.310349401,0.219871642,-0.819167023,-0.979795897,-0.153392571,0.957432144,0.514339511,-1.438436757,-2.070837452,0.137154432,-1.273506594,-1.014850032,-1.017191031,0.023840931,-0.121870845,0.566007244,0.761821698,0.397658161,0.407635532,0.009089136,0.241977497,-0.172938672
0.917015065,0.671214685,1.295781165,0.323702434,0.349871148,-0.067271069,1.434113526,0.17360592,-3.287549811,-3.300671546,1.098520521,1.020620726,1.398873558,0.430306582,1.093710455,1.984318332,0.162801686,1.694359023,1.53393739,-1.014850032,-1.017191031,1.298247071,1.283228308,0.282279828,0.458331753,0.691405647,0.688961463,0.528684725,0.241977497,0.533227573
-0.091976062,-0.021196253,-0.184430203,0.323702434,0.497027253,0.774332942,0.872839063,0.17360592,0.790069296,0.559201106,0.834011894,1.020620726,-0.235090789,1.220994925,-0.354716904,0.970168676,0.641438645,-0.108719977,0.385437579,-1.014850032,-1.017191031,-0.188560092,-0.297508239,0.069484265,0.003096836,0.495573989,0.548298498,0.306000901,0.395963177,-0.314171921
-0.495572513,-0.713607191,0.51672255,0.399594392,-0.091597167,-1.189409751,-0.361964756,0.17360592,-0.169370494,0.262287825,-1.348184276,-0.979795897,-1.378865832,-1.151070106,0.079811303,-0.931361929,-0.79447223,-0.846343204,-0.763062233,0.841988108,1.055361485,-0.613362139,-0.297508239,0.069484265,-0.224520622,-2.148153382,-1.420983017,-0.658962336,0.164984657,-0.314171921
