-5.136931695,-5.906689228,-5.092499474,-5.823546181,-5.904263317,-5.88836548,0.760584171,-0.566106261,0.598181338,0.347120191,1.032393365,1.020620726,0.826986037,-1.414632887,0.876446351,0.970168676,1.120075603,-0.354594386,0.257826488,1.198094053,1.004811424,-0.188560092,0.405041337,0.211347973,0.154841808,0.985153132,1.110950359,0.528684725,-0.142986703,-0.879104917,-0.268125664,3.087459537,0.077676818,0.866777439,-0.092318618,1.061572994,-3.064737166,-0.1940285,1.63695122,0.536623023
-0.697370738,-0.713607191,0.205099105,0.399594392,0.276293095,0.423664604,-1.37225879,0.17360592,-0.121398504,-3.300671546,-1.215929963,-0.979795897,-0.643581875,-0.360381762,-2.310093839,-1.058130636,-1.751746147,-0.518510658,-0.635451143,0.969168803,0.954261363,-1.887768279,-1.878244785,0.353211682,0.154841808,0.691405647,0.688961463,0.306000901,-0.527950903,-0.314171921,-1.710118565,-1.430569487,0.394857159,-0.687941495,1.307847092,0.267419151,-0.528997785,-1.14476815,-1.342640525,-0.643947628
0.782482915,0.671214685,0.672534273,0.096026559,0.12913699,0.423664604,1.097348849,0.17360592,1.173845212,0.686449655,1.098520521,1.020620726,0.908684254,-0.360381762,0.876446351,0.843399969,1.120075603,-0.436552522,-0.125006782,1.147221775,1.080636516,1.616848606,1.458865702,0.424143536,0.382459267,0.005994847,0.548298498,0.380228842,0.087991817,1.098160568,1.09375652,0.486170099,-0.556683864,1.290791694,0.769321819,-0.526734692,-0.528997785,1.232080975,1.39858388,0.536623023
-0.226508212,-0.021196253,-0.729771233,0.399594392,0.349871148,-0.067271069,0.423819493,0.17360592,0.214405422,0.262287825,-1.149802806,-0.979795897,-1.052072962,0.430306582,-1.513458792,-1.818742878,-1.113563536,-0.190678113,0.002604308,-1.014850032,-1.017191031,-1.250565209,-1.000057815,0.566007244,0.610076725,0.495573989,0.548298498,0.083317077,0.241977497,-1.302804664,0.532981503,-0.609109664,-0.873864205,-0.122589155,-1.169369164,-3.504811601,-0.528997785,0.75671115,-0.389171167,-0.321973814
-0.159242137,-0.021196253,-0.57395951,0.096026559,0.349871148,0.423664604,0.760584171,0.17360592,-0.169370494,0.347120191,-0.554658396,1.020620726,0.173400298,0.430306582,0.369496775,0.209556434,1.120075603,-0.272636249,0.385437579,-1.014850032,-1.017191031,-0.294760604,0.053766549,0.069484265,0.003096836,0.593489818,0.970287394,0.528684725,0.241977497,0.391994324,1.013645803,0.89690001,0.394857159,-0.122589155,1.092436982,0.06888069,0.879746316,0.519026238,0.802665531,0.858596837
0.177088239,-0.021196253,-0.496053648,-0.511109106,0.202715043,0.634065607,-0.361964756,0.17360592,0.598181338,0.431952557,0.503376111,1.020620726,-0.153392571,-0.623944543,-0.209874168,0.589862555,-0.79447223,0.792819523,1.02349303,-1.014850032,-1.017191031,0.661044001,0.756316125,0.282279828,0.458331753,0.495573989,0.126309602,0.23177296,0.472956017,0.391994324,0.452870786,-1.019839576,1.346398183,0.160087015,-1.277074219,-0.526734692,1.443243956,0.994396063,-1.104273185,0.751272232
-0.361040362,-0.021196253,-0.262336064,0.247810476,0.202715043,-0.979008748,0.760584171,0.17360592,0.022517464,0.559201106,-1.480438589,-0.979795897,-0.80697831,0.957432144,-1.875565632,-0.424287101,-0.315835272,-0.846343204,-1.145895504,0.892860386,0.979536393,-1.250565209,-1.526969997,0.353211682,0.154841808,-0.483584296,0.126309602,0.157545018,-0.527950903,-1.020338166,-1.469786415,-1.019839576,-0.239503523,-0.54660341,0.661616764,0.863034533,-1.092495425,0.994396063,-0.150803827,-0.965921442
1.186079365,0.671214685,1.139969442,0.171918518,0.202715043,-0.067271069,0.648329278,0.17360592,1.029929244,0.601617289,1.032393365,1.020620726,1.64396821,1.748120488,1.021289087,1.096937383,-0.315835272,-0.108719977,-0.380228963,1.096349497,0.85316124,0.342442466,0.229403943,0.211347973,0.154841808,-1.56065841,-1.280320052,0.009089136,0.472956017,-0.031705423,-1.469786415,0.349260129,-1.508224887,-0.122589155,-2.031009601,1.061572994,0.034499856,-0.669398325,-0.865905846,-1.502544465
0.580684689,0.671214685,-0.184430203,-0.35932519,-0.45948743,1.12500128,-1.035494112,0.17360592,0.310349401,0.219871642,-0.819167023,-0.979795897,-0.153392571,0.957432144,0.514339511,-1.438436757,-2.070837452,0.137154432,-1.273506594,-1.014850032,-1.017191031,0.023840931,-0.121870845,0.566007244,0.761821698,0.397658161,0.407635532,0.009089136,0.241977497,-0.172938672,0.292649353,-1.841299398,0.077676818,-1.465300962,0.230796546,-2.909196219,0.034499856,0.994396063,-0.865905846,0.536623023
0.917015065,0.671214685,1.295781165,0.323702434,0.349871148,-0.067271069,1.434113526,0.17360592,-3.287549811,-3.300671546,1.098520521,1.020620726,1.398873558,0.430306582,1.093710455,1.984318332,0.162801686,1.694359023,1.53393739,-1.014850032,-1.017191031,1.298247071,1.283228308,0.282279828,0.458331753,0.691405647,0.688961463,0.528684725,0.241977497,0.533227573,1.494310104,-1.019839576,0.712037501,1.078784566,0.3385016,-0.12965777,1.443243956,1.469765888,2.232869569,1.609869069
